infrastructure @ /home/caillot/Documents/Dataset/CARLA_Dataset_B/./I000/
         3123406 function calls (3085231 primitive calls) in 4.389 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        1    0.000    0.000    0.000    0.000 _kernel_pca.py:1(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       17    0.000    0.000    0.000    0.000 base.py:414(register)
       14    0.000    0.000    0.000    0.000 dataclasses.py:541(<listcomp>)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(<listcomp>)
       36    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:563(cpu_times)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:280(Version)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
       10    0.000    0.000    0.002    0.000 pyparsing.py:5103(__init__)
       15    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.001    0.001 interpolation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:10(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:11(<module>)
        3    0.000    0.000    0.001    0.000 pathlib.py:314(compile_pattern)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bayes.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
       15    0.000    0.000    0.000    0.000 metaestimators.py:162(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       32    0.000    0.000    0.000    0.000 rcsetup.py:876(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:571(BaseGroupBy)
        1    0.000    0.000    0.003    0.003 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.002    0.002 logger.py:1(<module>)
        5    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        1    0.000    0.000    0.000    0.000 managers.py:89(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1622(<listcomp>)
       11    0.000    0.000    0.001    0.000 arrayprint.py:717(_formatArray)
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       82    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        1    0.000    0.000    0.002    0.002 ElementTree.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.005    0.005 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__x86_64-linux-gnu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:323(f)
        1    0.000    0.000    0.009    0.009 _graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
       17    0.000    0.000    0.000    0.000 dtypes.py:738(construct_from_string)
        1    0.000    0.000    0.002    0.002 _datasource.py:1(<module>)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:42(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:49(TexManager)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
       21    0.000    0.000    0.000    0.000 six.py:184(find_module)
       27    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        1    0.000    0.000    0.000    0.000 multiclass.py:4(<module>)
        1    0.000    0.000    0.000    0.000 format.py:483(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
       10    0.000    0.000    0.000    0.000 accessor.py:140(add_delegate_accessors)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 queues.py:12(<module>)
       16    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        1    0.000    0.000    0.000    0.000 numpy_.py:30(PandasArray)
        1    0.000    0.000    0.000    0.000 core.py:6316(__new__)
        1    0.000    0.000    0.000    0.000 string_arrow.py:92(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:221(ExtensionIndex)
       14    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
        1    0.000    0.000    0.000    0.000 det_curve.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scannet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 category.py:56(CategoricalIndex)
        5    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        6    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       44    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 _core.py:620(PlotAccessor)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       14    0.000    0.000    0.003    0.000 dataclasses.py:996(dataclass)
       54    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fastica.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1460(<listcomp>)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:222(__init__)
       41    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
       11    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 _pslinux.py:276(set_scputimes_ntuple)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
      3/1    0.000    0.000    0.001    0.001 sysconfig.py:528(get_config_vars)
        1    0.000    0.000    0.000    0.000 shapenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lof.py:5(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csr.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:56(is_style_file)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:519(_cmpkey)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1637(postParse)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 func_inspect.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        4    0.000    0.000    0.000    0.000 __init__.py:506(cast)
       55    0.000    0.000    0.000    0.000 distance.py:1950(<genexpr>)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:514(validate_whiskers)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       19    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        1    0.000    0.000    0.000    0.000 sunrgbd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2256(makeOptionalList)
        1    0.000    0.000    0.011    0.011 _geometric_slerp.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
        6    0.000    0.000    0.000    0.000 _mixins.py:49(ravel_compat)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        1    0.000    0.000    0.001    0.001 cycler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _estimator_html_repr.py:1(<module>)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:1(<module>)
        1    0.000    0.000    0.007    0.007 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        3    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        8    0.000    0.000    0.000    0.000 deprecation.py:418(_suppress_matplotlib_deprecation_warning)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:560(_get_config_or_cache_dir)
        6    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _scorer.py:142(__init__)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2705(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1573(trim_zeros)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 _base.py:1105(ExcelFile)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 stata.py:1043(StataReader)
        1    0.000    0.000    0.000    0.000 vis.py:27(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_linux)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        6    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
      7/6    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
